Calculating solvability percentage...

[Lower Bound, Upper Bound] | Solvable/Unsolvable/Intractable | Current seed | (Est. Confidence Interval: Continue/Re-eval)
--- Timeout = 500 milliseconds ---
[0.182, 10.023] | 2/71/0 | 72 | (N/A)
[0.178, 9.895] | 2/72/0 | 73 | (N/A)
[0.174, 9.772] | 2/73/0 | 74 | (N/A)
[0.171, 9.651] | 2/74/0 | 75 | (N/A)
[0.167, 9.533] | 2/75/0 | 76 | (N/A)
[0.164, 9.418] | 2/76/0 | 77 | (N/A)
[0.160, 9.306] | 2/77/0 | 78 | (N/A)
[0.157, 9.196] | 2/78/0 | 79 | (N/A)
[0.154, 9.089] | 2/79/0 | 80 | (N/A)
[0.151, 8.984] | 2/80/0 | 81 | (N/A)
[0.148, 8.882] | 2/81/0 | 82 | (N/A)
[0.145, 8.782] | 2/82/0 | 83 | (N/A)
[0.142, 8.684] | 2/83/0 | 84 | (N/A)
[0.140, 8.589] | 2/84/0 | 85 | (N/A)
[0.137, 8.495] | 2/85/0 | 86 | (N/A)
[0.135, 8.404] | 2/86/0 | 87 | (N/A)
[0.132, 8.314] | 2/87/0 | 88 | (N/A)
[0.130, 8.226] | 2/88/0 | 89 | (N/A)
[0.127, 8.141] | 2/89/0 | 90 | (N/A)
[0.125, 8.057] | 2/90/0 | 91 | (N/A)
[0.123, 7.974] | 2/91/0 | 92 | (N/A)
[0.121, 7.894] | 2/92/0 | 93 | (N/A)
[0.119, 7.815] | 2/93/0 | 94 | (N/A)
[0.117, 7.737] | 2/94/0 | 95 | (N/A)
[0.115, 7.661] | 2/95/0 | 96 | (N/A)
[0.113, 7.587] | 2/96/0 | 97 | (N/A)
[0.111, 7.514] | 2/97/0 | 98 | (N/A)
[0.110, 7.442] | 2/98/0 | 99 | (N/A)
[0.108, 7.372] | 2/99/0 | 100 | (N/A)
[0.106, 7.303] | 2/100/0 | 101 | (N/A)
[0.105, 7.235] | 2/101/0 | 102 | (N/A)
[0.103, 7.168] | 2/102/0 | 103 | (N/A)
[0.101, 7.103] | 2/103/0 | 104 | (N/A)
[0.100, 7.039] | 2/104/0 | 105 | (N/A)
[0.098, 6.976] | 2/105/0 | 106 | (N/A)
[0.097, 6.914] | 2/106/0 | 107 | (N/A)
[0.096, 6.854] | 2/107/0 | 108 | (N/A)
[0.094, 6.794] | 2/108/0 | 109 | (N/A)
[0.093, 6.735] | 2/109/0 | 110 | (N/A)
[0.092, 6.678] | 2/110/0 | 111 | (N/A)
[0.090, 6.621] | 2/111/0 | 112 | (N/A)
[0.089, 6.565] | 2/112/0 | 113 | (N/A)
[0.088, 6.511] | 2/113/0 | 114 | (N/A)
[0.087, 6.457] | 2/114/0 | 115 | (N/A)
[0.085, 6.404] | 2/115/0 | 116 | (N/A)
[0.543, 7.534] | 3/115/0 | 117 | (N/A)
[1.032, 8.608] | 4/115/0 | 118 | (N/A)
[1.023, 8.539] | 4/116/0 | 119 | (N/A)
[1.014, 8.471] | 4/117/0 | 120 | (N/A)
[1.005, 8.405] | 4/118/0 | 121 | (N/A)
[0.997, 8.339] | 4/119/0 | 122 | (N/A)
[0.988, 8.275] | 4/120/0 | 123 | (N/A)
[1.479, 9.265] | 5/120/0 | 124 | (N/A)
[1.466, 9.194] | 5/121/0 | 125 | (N/A)
[1.454, 9.125] | 5/122/0 | 126 | (N/A)
[1.442, 9.056] | 5/123/0 | 127 | (N/A)
[1.431, 8.989] | 5/124/0 | 128 | (N/A)
[1.419, 8.922] | 5/125/0 | 129 | (N/A)
[1.408, 8.857] | 5/126/0 | 130 | (N/A)
[1.397, 8.793] | 5/127/0 | 131 | (N/A)
[1.386, 8.729] | 5/128/0 | 132 | (N/A)
[1.375, 8.666] | 5/129/0 | 133 | (N/A)
[1.365, 8.605] | 5/130/0 | 134 | (N/A)
[1.354, 8.544] | 5/131/0 | 135 | (N/A)
[1.344, 8.484] | 5/132/0 | 136 | (N/A)
[1.334, 8.425] | 5/133/0 | 137 | (N/A)
[1.792, 9.298] | 6/133/0 | 138 | (N/A)
[1.779, 9.234] | 6/134/0 | 139 | (N/A)
[2.244, 10.074] | 7/134/0 | 140 | (N/A)
[2.227, 10.006] | 7/135/0 | 141 | (N/A)
[2.211, 9.939] | 7/136/0 | 142 | (N/A)
[2.196, 9.872] | 7/137/0 | 143 | (N/A)
[2.180, 9.807] | 7/138/0 | 144 | (N/A)
[2.165, 9.742] | 7/139/0 | 145 | (N/A)
[2.150, 9.678] | 7/140/0 | 146 | (N/A)
[2.135, 9.615] | 7/141/0 | 147 | (N/A)
[2.120, 9.553] | 7/142/0 | 148 | (N/A)
[2.105, 9.492] | 7/143/0 | 149 | (N/A)
[2.091, 9.431] | 7/144/0 | 150 | (N/A)
[2.077, 9.372] | 7/145/0 | 151 | (N/A)
[2.063, 9.313] | 7/146/0 | 152 | (N/A)
[2.049, 9.254] | 7/147/0 | 153 | (N/A)
[2.036, 9.197] | 7/148/0 | 154 | (N/A)
[2.022, 9.140] | 7/149/0 | 155 | (N/A)
[2.009, 9.084] | 7/150/0 | 156 | (N/A)
[1.996, 9.028] | 7/151/0 | 157 | (N/A)
[1.983, 8.973] | 7/152/0 | 158 | (N/A)
[1.970, 8.919] | 7/153/0 | 159 | (N/A)
[1.958, 8.866] | 7/154/0 | 160 | (N/A)
[1.945, 8.813] | 7/155/0 | 161 | (N/A)
[1.933, 8.761] | 7/156/0 | 162 | (N/A)
[1.921, 8.709] | 7/157/0 | 163 | (N/A)
[1.909, 8.658] | 7/158/0 | 164 | (N/A)
[1.897, 8.607] | 7/159/0 | 165 | (N/A)
[1.886, 8.558] | 7/160/0 | 166 | (N/A)
[1.874, 8.508] | 7/161/0 | 167 | (N/A)
[1.863, 8.460] | 7/162/0 | 168 | (N/A)
[1.852, 8.412] | 7/163/0 | 169 | (N/A)
[1.841, 8.364] | 7/164/0 | 170 | (N/A)
[1.830, 8.317] | 7/165/0 | 171 | (N/A)
[1.819, 8.270] | 7/166/0 | 172 | (N/A)
[1.808, 8.224] | 7/167/0 | 173 | (N/A)
[1.797, 8.179] | 7/168/0 | 174 | (N/A)
[1.787, 8.134] | 7/169/0 | 175 | (N/A)
[1.777, 8.089] | 7/170/0 | 176 | (N/A)
[1.766, 8.045] | 7/171/0 | 177 | (N/A)
[1.756, 8.002] | 7/172/0 | 178 | (N/A)
[2.130, 8.663] | 8/172/0 | 179 | (N/A)
[2.118, 8.616] | 8/173/0 | 180 | (N/A)
[2.106, 8.570] | 8/174/0 | 181 | (N/A)
[2.095, 8.525] | 8/175/0 | 182 | (N/A)
[2.083, 8.480] | 8/176/0 | 183 | (N/A)
[2.071, 8.436] | 8/177/0 | 184 | (N/A)
[2.060, 8.392] | 8/178/0 | 185 | (N/A)
[2.049, 8.348] | 8/179/0 | 186 | (N/A)
[2.038, 8.305] | 8/180/0 | 187 | (N/A)
[2.027, 8.262] | 8/181/0 | 188 | (N/A)
[2.016, 8.220] | 8/182/0 | 189 | (N/A)
[2.005, 8.178] | 8/183/0 | 190 | (N/A)
[1.994, 8.137] | 8/184/0 | 191 | (N/A)
[1.984, 8.096] | 8/185/0 | 192 | (N/A)
[2.338, 8.702] | 9/185/0 | 193 | (N/A)
[2.325, 8.659] | 9/186/0 | 194 | (N/A)
[2.313, 8.616] | 9/187/0 | 195 | (N/A)
[2.301, 8.574] | 9/188/0 | 196 | (N/A)
[2.290, 8.532] | 9/189/0 | 197 | (N/A)
[2.278, 8.490] | 9/190/0 | 198 | (N/A)
[2.266, 8.449] | 9/191/0 | 199 | (N/A)
[2.255, 8.408] | 9/192/0 | 200 | (N/A)
[2.243, 8.367] | 9/193/0 | 201 | (N/A)
[2.232, 8.327] | 9/194/0 | 202 | (N/A)
[2.221, 8.288] | 9/195/0 | 203 | (N/A)
[2.210, 8.249] | 9/196/0 | 204 | (N/A)
[2.199, 8.210] | 9/197/0 | 205 | (N/A)
[2.188, 8.171] | 9/198/0 | 206 | (N/A)
[2.177, 8.133] | 9/199/0 | 207 | (N/A)
[2.167, 8.095] | 9/200/0 | 208 | (N/A)
[2.156, 8.058] | 9/201/0 | 209 | (N/A)
[2.146, 8.020] | 9/202/0 | 210 | (N/A)
[2.136, 7.984] | 9/203/0 | 211 | (N/A)
[2.125, 7.947] | 9/204/0 | 212 | (N/A)
[2.115, 7.911] | 9/205/0 | 213 | (N/A)
[2.105, 7.875] | 9/206/0 | 214 | (N/A)
[2.095, 7.840] | 9/207/0 | 215 | (N/A)
[2.086, 7.805] | 9/208/0 | 216 | (N/A)
[2.076, 7.770] | 9/209/0 | 217 | (N/A)
[2.066, 7.735] | 9/210/0 | 218 | (N/A)
[2.057, 7.701] | 9/211/0 | 219 | (N/A)
[2.373, 8.231] | 10/211/0 | 220 | (N/A)
[2.362, 8.195] | 10/212/0 | 221 | (N/A)
[2.351, 8.159] | 10/213/0 | 222 | (N/A)
[2.341, 8.123] | 10/214/0 | 223 | (N/A)
[2.330, 8.088] | 10/215/0 | 224 | (N/A)
[2.320, 8.053] | 10/216/0 | 225 | (N/A)
[2.309, 8.019] | 10/217/0 | 226 | (N/A)
[2.299, 7.985] | 10/218/0 | 227 | (N/A)
[2.289, 7.951] | 10/219/0 | 228 | (N/A)
[2.279, 7.917] | 10/220/0 | 229 | (N/A)
[2.269, 7.884] | 10/221/0 | 230 | (N/A)
[2.259, 7.851] | 10/222/0 | 231 | (N/A)
[2.563, 8.348] | 11/222/0 | 232 | (N/A)
[2.552, 8.313] | 11/223/0 | 233 | (N/A)
[2.541, 8.279] | 11/224/0 | 234 | (N/A)
[2.530, 8.244] | 11/225/0 | 235 | (N/A)
[2.519, 8.211] | 11/226/0 | 236 | (N/A)
[2.508, 8.177] | 11/227/0 | 237 | (N/A)
[2.498, 8.144] | 11/228/0 | 238 | (N/A)
[2.487, 8.111] | 11/229/0 | 239 | (N/A)
[2.477, 8.078] | 11/230/0 | 240 | (N/A)
[2.466, 8.045] | 11/231/0 | 241 | (N/A)
[2.456, 8.013] | 11/232/0 | 242 | (N/A)
[2.446, 7.981] | 11/233/0 | 243 | (N/A)
[2.436, 7.949] | 11/234/0 | 244 | (N/A)
[2.426, 7.918] | 11/235/0 | 245 | (N/A)
[2.416, 7.886] | 11/236/0 | 246 | (N/A)
[2.406, 7.855] | 11/237/0 | 247 | (N/A)
[2.396, 7.825] | 11/238/0 | 248 | (N/A)
[2.386, 7.794] | 11/239/0 | 249 | (N/A)
[2.377, 7.764] | 11/240/0 | 250 | (N/A)
[2.367, 7.734] | 11/241/0 | 251 | (N/A)
[2.357, 7.704] | 11/242/0 | 252 | (N/A)
[2.348, 7.674] | 11/243/0 | 253 | (N/A)
[2.339, 7.645] | 11/244/0 | 254 | (N/A)
[2.329, 7.616] | 11/245/0 | 255 | (N/A)
[2.320, 7.587] | 11/246/0 | 256 | (N/A)
[2.311, 7.558] | 11/247/0 | 257 | (N/A)
[2.302, 7.530] | 11/248/0 | 258 | (N/A)
[2.293, 7.501] | 11/249/0 | 259 | (N/A)
[2.284, 7.473] | 11/250/0 | 260 | (N/A)
[2.275, 7.445] | 11/251/0 | 261 | (N/A)
[2.267, 7.418] | 11/252/0 | 262 | (N/A)
[2.258, 7.390] | 11/253/0 | 263 | (N/A)
[2.249, 7.363] | 11/254/0 | 264 | (N/A)
[2.241, 7.336] | 11/255/0 | 265 | (N/A)
[2.232, 7.309] | 11/256/0 | 266 | (N/A)
[2.224, 7.282] | 11/257/0 | 267 | (N/A)
[2.215, 7.256] | 11/258/0 | 268 | (N/A)
[2.207, 7.230] | 11/259/0 | 269 | (N/A)
[2.199, 7.204] | 11/260/0 | 270 | (N/A)
[2.191, 7.178] | 11/261/0 | 271 | (N/A)
[2.182, 7.152] | 11/262/0 | 272 | (N/A)
[2.174, 7.126] | 11/263/0 | 273 | (N/A)
[2.166, 7.101] | 11/264/0 | 274 | (N/A)
[2.158, 7.076] | 11/265/0 | 275 | (N/A)
[2.150, 7.051] | 11/266/0 | 276 | (N/A)
[2.143, 7.026] | 11/267/0 | 277 | (N/A)
[2.135, 7.002] | 11/268/0 | 278 | (N/A)
[2.127, 6.977] | 11/269/0 | 279 | (N/A)
[2.119, 6.953] | 11/270/0 | 280 | (N/A)
[2.112, 6.929] | 11/271/0 | 281 | (N/A)
[2.104, 6.905] | 11/272/0 | 282 | (N/A)
[2.097, 6.881] | 11/273/0 | 283 | (N/A)
[2.089, 6.857] | 11/274/0 | 284 | (N/A)
[2.082, 6.834] | 11/275/0 | 285 | (N/A)
[2.075, 6.811] | 11/276/0 | 286 | (N/A)
[2.067, 6.787] | 11/277/0 | 287 | (N/A)
[2.060, 6.764] | 11/278/0 | 288 | (N/A)
[2.053, 6.742] | 11/279/0 | 289 | (N/A)
[2.046, 6.719] | 11/280/0 | 290 | (N/A)
[2.039, 6.696] | 11/281/0 | 291 | (N/A)
[2.032, 6.674] | 11/282/0 | 292 | (N/A)
[2.025, 6.652] | 11/283/0 | 293 | (N/A)
[2.018, 6.630] | 11/284/0 | 294 | (N/A)
[2.011, 6.608] | 11/285/0 | 295 | (N/A)
[2.004, 6.586] | 11/286/0 | 296 | (N/A)
[1.997, 6.564] | 11/287/0 | 297 | (N/A)
[1.990, 6.543] | 11/288/0 | 298 | (N/A)
[1.984, 6.521] | 11/289/0 | 299 | (N/A)
[1.977, 6.500] | 11/290/0 | 300 | (N/A)
[1.970, 6.479] | 11/291/0 | 301 | (N/A)
[1.964, 6.458] | 11/292/0 | 302 | (N/A)
[1.957, 6.437] | 11/293/0 | 303 | (N/A)
[1.951, 6.417] | 11/294/0 | 304 | (N/A)
[1.944, 6.396] | 11/295/0 | 305 | (N/A)
[1.938, 6.376] | 11/296/0 | 306 | (N/A)
[1.931, 6.355] | 11/297/0 | 307 | (N/A)
[1.925, 6.335] | 11/298/0 | 308 | (N/A)
[1.919, 6.315] | 11/299/0 | 309 | (N/A)
[1.913, 6.295] | 11/300/0 | 310 | (N/A)
[1.906, 6.275] | 11/301/0 | 311 | (N/A)
[1.900, 6.256] | 11/302/0 | 312 | (N/A)
[1.894, 6.236] | 11/303/0 | 313 | (N/A)
[1.888, 6.217] | 11/304/0 | 314 | (N/A)
[2.116, 6.588] | 12/304/0 | 315 | (N/A)
[2.110, 6.568] | 12/305/0 | 316 | (N/A)
[2.103, 6.548] | 12/306/0 | 317 | (N/A)
[2.096, 6.528] | 12/307/0 | 318 | (N/A)
[2.090, 6.508] | 12/308/0 | 319 | (N/A)
[2.083, 6.488] | 12/309/0 | 320 | (N/A)
[2.076, 6.468] | 12/310/0 | 321 | (N/A)
[2.070, 6.448] | 12/311/0 | 322 | (N/A)
[2.063, 6.429] | 12/312/0 | 323 | (N/A)
[2.057, 6.410] | 12/313/0 | 324 | (N/A)
[2.051, 6.390] | 12/314/0 | 325 | (N/A)
[2.044, 6.371] | 12/315/0 | 326 | (N/A)
[2.038, 6.352] | 12/316/0 | 327 | (N/A)
[2.032, 6.333] | 12/317/0 | 328 | (N/A)
[2.026, 6.314] | 12/318/0 | 329 | (N/A)
[2.019, 6.296] | 12/319/0 | 330 | (N/A)
[2.013, 6.277] | 12/320/0 | 331 | (N/A)
[2.007, 6.258] | 12/321/0 | 332 | (N/A)
[2.001, 6.240] | 12/322/0 | 333 | (N/A)
[1.995, 6.222] | 12/323/0 | 334 | (N/A)
[2.212, 6.569] | 13/323/0 | 335 | (N/A)
[2.206, 6.550] | 13/324/0 | 336 | (N/A)
[2.199, 6.531] | 13/325/0 | 337 | (N/A)
[2.192, 6.512] | 13/326/0 | 338 | (N/A)
[2.186, 6.493] | 13/327/0 | 339 | (N/A)
[2.179, 6.474] | 13/328/0 | 340 | (N/A)
[2.173, 6.456] | 13/329/0 | 341 | (N/A)
[2.167, 6.437] | 13/330/0 | 342 | (N/A)
[2.160, 6.419] | 13/331/0 | 343 | (N/A)
[2.154, 6.401] | 13/332/0 | 344 | (N/A)
[2.148, 6.382] | 13/333/0 | 345 | (N/A)
[2.141, 6.364] | 13/334/0 | 346 | (N/A)
[2.135, 6.346] | 13/335/0 | 347 | (N/A)
[2.129, 6.329] | 13/336/0 | 348 | (N/A)
[2.123, 6.311] | 13/337/0 | 349 | (N/A)
[2.117, 6.293] | 13/338/0 | 350 | (N/A)
[2.111, 6.276] | 13/339/0 | 351 | (N/A)
[2.105, 6.258] | 13/340/0 | 352 | (N/A)
[2.099, 6.241] | 13/341/0 | 353 | (N/A)
[2.093, 6.224] | 13/342/0 | 354 | (N/A)
[2.087, 6.206] | 13/343/0 | 355 | (N/A)
[2.081, 6.189] | 13/344/0 | 356 | (N/A)
[2.075, 6.172] | 13/345/0 | 357 | (N/A)
[2.069, 6.155] | 13/346/0 | 358 | (N/A)
[2.063, 6.139] | 13/347/0 | 359 | (N/A)
[2.267, 6.460] | 14/347/0 | 360 | (N/A)
[2.261, 6.442] | 14/348/0 | 361 | (N/A)
[2.255, 6.425] | 14/349/0 | 362 | (N/A)
[2.249, 6.408] | 14/350/0 | 363 | (N/A)
[2.242, 6.390] | 14/351/0 | 364 | (N/A)
[2.236, 6.373] | 14/352/0 | 365 | (N/A)
[2.230, 6.356] | 14/353/0 | 366 | (N/A)
[2.224, 6.339] | 14/354/0 | 367 | (N/A)
[2.218, 6.322] | 14/355/0 | 368 | (N/A)
[2.212, 6.306] | 14/356/0 | 369 | (N/A)
[2.206, 6.289] | 14/357/0 | 370 | (N/A)
[2.200, 6.272] | 14/358/0 | 371 | (N/A)
[2.194, 6.256] | 14/359/0 | 372 | (N/A)
[2.188, 6.239] | 14/360/0 | 373 | (N/A)
[2.182, 6.223] | 14/361/0 | 374 | (N/A)
[2.176, 6.207] | 14/362/0 | 375 | (N/A)
[2.170, 6.191] | 14/363/0 | 376 | (N/A)
[2.165, 6.174] | 14/364/0 | 377 | (N/A)
[2.159, 6.158] | 14/365/0 | 378 | (N/A)
[2.153, 6.142] | 14/366/0 | 379 | (N/A)
[2.147, 6.127] | 14/367/0 | 380 | (N/A)
[2.142, 6.111] | 14/368/0 | 381 | (N/A)
[2.136, 6.095] | 14/369/0 | 382 | (N/A)
[2.130, 6.080] | 14/370/0 | 383 | (N/A)
[2.125, 6.064] | 14/371/0 | 384 | (N/A)
[2.119, 6.049] | 14/372/0 | 385 | (N/A)
[2.114, 6.033] | 14/373/0 | 386 | (N/A)
[2.108, 6.018] | 14/374/0 | 387 | (N/A)
[2.103, 6.003] | 14/375/0 | 388 | (N/A)
[2.097, 5.988] | 14/376/0 | 389 | (N/A)
[2.092, 5.973] | 14/377/0 | 390 | (N/A)
[2.086, 5.958] | 14/378/0 | 391 | (N/A)
[2.081, 5.943] | 14/379/0 | 392 | (N/A)
[2.076, 5.928] | 14/380/0 | 393 | (N/A)
[2.070, 5.913] | 14/381/0 | 394 | (N/A)
[2.065, 5.898] | 14/382/0 | 395 | (N/A)
[2.060, 5.884] | 14/383/0 | 396 | (N/A)
[2.247, 6.174] | 15/383/0 | 397 | (N/A)
[2.241, 6.159] | 15/384/0 | 398 | (N/A)
[2.236, 6.144] | 15/385/0 | 399 | (N/A)
[2.230, 6.129] | 15/386/0 | 400 | (N/A)
[2.225, 6.114] | 15/387/0 | 401 | (N/A)
[2.219, 6.099] | 15/388/0 | 402 | (N/A)
[2.213, 6.084] | 15/389/0 | 403 | (N/A)
[2.208, 6.069] | 15/390/0 | 404 | (N/A)
[2.202, 6.055] | 15/391/0 | 405 | (N/A)
[2.197, 6.040] | 15/392/0 | 406 | (N/A)
[2.192, 6.026] | 15/393/0 | 407 | (N/A)
[2.186, 6.011] | 15/394/0 | 408 | (N/A)
[2.181, 5.997] | 15/395/0 | 409 | (N/A)
[2.175, 5.982] | 15/396/0 | 410 | (N/A)
[2.170, 5.968] | 15/397/0 | 411 | (N/A)
[2.165, 5.954] | 15/398/0 | 412 | (N/A)
[2.160, 5.940] | 15/399/0 | 413 | (N/A)
[2.154, 5.926] | 15/400/0 | 414 | (N/A)
[2.149, 5.912] | 15/401/0 | 415 | (N/A)
[2.144, 5.898] | 15/402/0 | 416 | (N/A)
[2.139, 5.884] | 15/403/0 | 417 | (N/A)
[2.133, 5.870] | 15/404/0 | 418 | (N/A)
[2.128, 5.856] | 15/405/0 | 419 | (N/A)
[2.123, 5.842] | 15/406/0 | 420 | (N/A)
[2.118, 5.829] | 15/407/0 | 421 | (N/A)
[2.113, 5.815] | 15/408/0 | 422 | (N/A)
[2.108, 5.802] | 15/409/0 | 423 | (N/A)
[2.103, 5.788] | 15/410/0 | 424 | (N/A)
[2.098, 5.775] | 15/411/0 | 425 | (N/A)
[2.093, 5.762] | 15/412/0 | 426 | (N/A)
[2.088, 5.748] | 15/413/0 | 427 | (N/A)
[2.083, 5.735] | 15/414/0 | 428 | (N/A)
[2.078, 5.722] | 15/415/0 | 429 | (N/A)
[2.074, 5.709] | 15/416/0 | 430 | (N/A)
[2.069, 5.696] | 15/417/0 | 431 | (N/A)
[2.064, 5.683] | 15/418/0 | 432 | (N/A)
[2.059, 5.670] | 15/419/0 | 433 | (N/A)
[2.054, 5.657] | 15/420/0 | 434 | (N/A)
[2.050, 5.644] | 15/421/0 | 435 | (N/A)
[2.045, 5.632] | 15/422/0 | 436 | (N/A)
[2.040, 5.619] | 15/423/0 | 437 | (N/A)
[2.035, 5.606] | 15/424/0 | 438 | (N/A)
[2.031, 5.594] | 15/425/0 | 439 | (N/A)
[2.026, 5.581] | 15/426/0 | 440 | (N/A)
[2.022, 5.569] | 15/427/0 | 441 | (N/A)
[2.017, 5.557] | 15/428/0 | 442 | (N/A)
[2.012, 5.544] | 15/429/0 | 443 | (N/A)
[2.008, 5.532] | 15/430/0 | 444 | (N/A)
[2.003, 5.520] | 15/431/0 | 445 | (N/A)
[1.999, 5.508] | 15/432/0 | 446 | (N/A)
[1.994, 5.495] | 15/433/0 | 447 | (N/A)
[1.990, 5.483] | 15/434/0 | 448 | (N/A)
[1.985, 5.471] | 15/435/0 | 449 | (N/A)
[1.981, 5.459] | 15/436/0 | 450 | (N/A)
[1.976, 5.448] | 15/437/0 | 451 | (N/A)
[1.972, 5.436] | 15/438/0 | 452 | (N/A)
[1.968, 5.424] | 15/439/0 | 453 | (N/A)
[1.963, 5.412] | 15/440/0 | 454 | (N/A)
[1.959, 5.400] | 15/441/0 | 455 | (N/A)
[1.955, 5.389] | 15/442/0 | 456 | (N/A)
[1.950, 5.377] | 15/443/0 | 457 | (N/A)
[1.946, 5.366] | 15/444/0 | 458 | (N/A)
[1.942, 5.354] | 15/445/0 | 459 | (N/A)
[1.938, 5.343] | 15/446/0 | 460 | (N/A)
[1.933, 5.331] | 15/447/0 | 461 | (N/A)
[1.929, 5.320] | 15/448/0 | 462 | (N/A)
[1.925, 5.309] | 15/449/0 | 463 | (N/A)
[1.921, 5.297] | 15/450/0 | 464 | (N/A)
[1.917, 5.286] | 15/451/0 | 465 | (N/A)
[1.912, 5.275] | 15/452/0 | 466 | (N/A)
[2.073, 5.523] | 16/452/0 | 467 | (N/A)
[2.069, 5.511] | 16/453/0 | 468 | (N/A)
[2.064, 5.500] | 16/454/0 | 469 | (N/A)
[2.060, 5.488] | 16/455/0 | 470 | (N/A)
[2.056, 5.477] | 16/456/0 | 471 | (N/A)
[2.051, 5.465] | 16/457/0 | 472 | (N/A)
[2.047, 5.454] | 16/458/0 | 473 | (N/A)
[2.042, 5.443] | 16/459/0 | 474 | (N/A)
