Calculating solvability percentage...

[Lower Bound, Upper Bound] | (Solvable/Unsolvable/Intractable) | Current seed
[51.136, 55.107] | (2124/1872/36) | 4031
[51.123, 55.093] | (2124/1873/36) | 4032
[51.135, 55.105] | (2125/1873/36) | 4033
[51.147, 55.116] | (2126/1873/36) | 4034
[51.134, 55.102] | (2126/1874/36) | 4035
[51.146, 55.114] | (2127/1874/36) | 4036
[51.158, 55.125] | (2128/1874/36) | 4037
[51.145, 55.112] | (2128/1875/36) | 4038
[51.132, 55.098] | (2128/1876/36) | 4039
[51.144, 55.109] | (2129/1876/36) | 4040
[51.131, 55.096] | (2129/1877/36) | 4041
[51.143, 55.107] | (2130/1877/36) | 4042
[51.155, 55.119] | (2131/1877/36) | 4043
[51.167, 55.130] | (2132/1877/36) | 4044
[51.178, 55.141] | (2133/1877/36) | 4045
[51.190, 55.152] | (2134/1877/36) | 4046
[51.202, 55.163] | (2135/1877/36) | 4047
[51.189, 55.150] | (2135/1878/36) | 4048
[51.177, 55.137] | (2135/1879/36) | 4049
[51.164, 55.123] | (2135/1880/36) | 4050
[51.176, 55.135] | (2136/1880/36) | 4051
[51.187, 55.146] | (2137/1880/36) | 4052
[51.175, 55.132] | (2137/1881/36) | 4053
[51.186, 55.144] | (2138/1881/36) | 4054
[51.174, 55.130] | (2138/1882/36) | 4055
[51.161, 55.117] | (2138/1883/36) | 4056
[51.148, 55.104] | (2138/1884/36) | 4057
[51.160, 55.115] | (2139/1884/36) | 4058
[51.172, 55.126] | (2140/1884/36) | 4059
[51.184, 55.137] | (2141/1884/36) | 4060
[51.195, 55.148] | (2142/1884/36) | 4061
[51.207, 55.160] | (2143/1884/36) | 4062
[51.194, 55.146] | (2143/1885/36) | 4063
[51.206, 55.157] | (2144/1885/36) | 4064
[51.218, 55.169] | (2145/1885/36) | 4065
[51.205, 55.155] | (2145/1886/36) | 4066
[51.217, 55.166] | (2146/1886/36) | 4067
[51.204, 55.153] | (2146/1887/36) | 4068
[51.216, 55.164] | (2147/1887/36) | 4069
[51.228, 55.175] | (2148/1887/36) | 4070
[51.215, 55.162] | (2148/1888/36) | 4071
[51.202, 55.149] | (2148/1889/36) | 4072
[51.190, 55.136] | (2148/1890/36) | 4073
[51.201, 55.147] | (2149/1890/36) | 4074
[51.189, 55.133] | (2149/1891/36) | 4075
[51.200, 55.145] | (2150/1891/36) | 4076
[51.212, 55.156] | (2151/1891/36) | 4077
[51.224, 55.167] | (2152/1891/36) | 4078
[51.236, 55.178] | (2153/1891/36) | 4079
[51.248, 55.189] | (2154/1891/36) | 4080
[51.259, 55.200] | (2155/1891/36) | 4081
[51.271, 55.211] | (2156/1891/36) | 4082
[51.283, 55.222] | (2157/1891/36) | 4083
[51.270, 55.209] | (2157/1892/36) | 4084
[51.257, 55.196] | (2157/1893/36) | 4085
[51.269, 55.207] | (2158/1893/36) | 4086
[51.281, 55.218] | (2159/1893/36) | 4087
[51.293, 55.229] | (2160/1893/36) | 4088
[51.280, 55.216] | (2160/1894/36) | 4089
[51.267, 55.203] | (2160/1895/36) | 4090
[51.279, 55.214] | (2161/1895/36) | 4091
[51.266, 55.201] | (2161/1896/36) | 4092
[51.278, 55.212] | (2162/1896/36) | 4093
[51.290, 55.223] | (2163/1896/36) | 4094
[51.301, 55.234] | (2164/1896/36) | 4095
[51.313, 55.245] | (2165/1896/36) | 4096
[51.300, 55.232] | (2165/1897/36) | 4097
[51.288, 55.218] | (2165/1898/36) | 4098
[51.299, 55.229] | (2166/1898/36) | 4099
[51.311, 55.240] | (2167/1898/36) | 4100
[51.323, 55.252] | (2168/1898/36) | 4101
[51.310, 55.238] | (2168/1899/36) | 4102
[51.297, 55.225] | (2168/1900/36) | 4103
[51.285, 55.212] | (2168/1901/36) | 4104
[51.272, 55.223] | (2168/1901/37) | 4105
[51.259, 55.210] | (2168/1902/37) | 4106
[51.271, 55.221] | (2169/1902/37) | 4107
[51.258, 55.208] | (2169/1903/37) | 4108
[51.270, 55.219] | (2170/1903/37) | 4109
[51.282, 55.230] | (2171/1903/37) | 4110
[51.269, 55.216] | (2171/1904/37) | 4111
[51.281, 55.227] | (2172/1904/37) | 4112
[51.268, 55.214] | (2172/1905/37) | 4113
[51.255, 55.201] | (2172/1906/37) | 4114
[51.267, 55.212] | (2173/1906/37) | 4115
[51.279, 55.223] | (2174/1906/37) | 4116
[51.290, 55.234] | (2175/1906/37) | 4117
[51.278, 55.221] | (2175/1907/37) | 4118
[51.289, 55.232] | (2176/1907/37) | 4119
[51.301, 55.243] | (2177/1907/37) | 4120
[51.288, 55.230] | (2177/1908/37) | 4121
[51.300, 55.241] | (2178/1908/37) | 4122
[51.287, 55.228] | (2178/1909/37) | 4123
[51.299, 55.239] | (2179/1909/37) | 4124
[51.311, 55.250] | (2180/1909/37) | 4125
[51.298, 55.237] | (2180/1910/37) | 4126
[51.285, 55.223] | (2180/1911/37) | 4127
[51.297, 55.234] | (2181/1911/37) | 4128
[51.284, 55.221] | (2181/1912/37) | 4129
[51.296, 55.232] | (2182/1912/37) | 4130
[51.283, 55.219] | (2182/1913/37) | 4131
[51.271, 55.206] | (2182/1914/37) | 4132
[51.282, 55.217] | (2183/1914/37) | 4133
[51.294, 55.228] | (2184/1914/37) | 4134
[51.306, 55.239] | (2185/1914/37) | 4135
[51.293, 55.226] | (2185/1915/37) | 4136
[51.280, 55.213] | (2185/1916/37) | 4137
[51.292, 55.224] | (2186/1916/37) | 4138
[51.279, 55.210] | (2186/1917/37) | 4139
[51.291, 55.221] | (2187/1917/37) | 4140
[51.303, 55.232] | (2188/1917/37) | 4141
[51.314, 55.243] | (2189/1917/37) | 4142
[51.326, 55.254] | (2190/1917/37) | 4143
[51.313, 55.241] | (2190/1918/37) | 4144
[51.325, 55.252] | (2191/1918/37) | 4145
[51.312, 55.239] | (2191/1919/37) | 4146
[51.300, 55.226] | (2191/1920/37) | 4147
[51.287, 55.213] | (2191/1921/37) | 4148
[51.274, 55.200] | (2191/1922/37) | 4149
[51.286, 55.211] | (2192/1922/37) | 4150
[51.298, 55.222] | (2193/1922/37) | 4151
[51.309, 55.233] | (2194/1922/37) | 4152
[51.321, 55.243] | (2195/1922/37) | 4153
[51.332, 55.254] | (2196/1922/37) | 4154
[51.344, 55.265] | (2197/1922/37) | 4155
[51.355, 55.276] | (2198/1922/37) | 4156
[51.343, 55.263] | (2198/1923/37) | 4157
[51.354, 55.274] | (2199/1923/37) | 4158
[51.342, 55.261] | (2199/1924/37) | 4159
[51.353, 55.272] | (2200/1924/37) | 4160
[51.365, 55.283] | (2201/1924/37) | 4161
[51.352, 55.270] | (2201/1925/37) | 4162
[51.340, 55.257] | (2201/1926/37) | 4163
[51.327, 55.244] | (2201/1927/37) | 4164
[51.339, 55.255] | (2202/1927/37) | 4165
[51.326, 55.241] | (2202/1928/37) | 4166
[51.314, 55.228] | (2202/1929/37) | 4167
[51.325, 55.239] | (2203/1929/37) | 4168
[51.313, 55.226] | (2203/1930/37) | 4169
[51.300, 55.213] | (2203/1931/37) | 4170
[51.312, 55.224] | (2204/1931/37) | 4171
[51.299, 55.211] | (2204/1932/37) | 4172
[51.287, 55.198] | (2204/1933/37) | 4173
[51.274, 55.185] | (2204/1934/37) | 4174
[51.262, 55.172] | (2204/1935/37) | 4175
[51.273, 55.183] | (2205/1935/37) | 4176
[51.261, 55.170] | (2205/1936/37) | 4177
[51.248, 55.157] | (2205/1937/37) | 4178
[51.260, 55.168] | (2206/1937/37) | 4179
[51.271, 55.179] | (2207/1937/37) | 4180
[51.259, 55.166] | (2207/1938/37) | 4181
[51.270, 55.177] | (2208/1938/37) | 4182
[51.258, 55.164] | (2208/1939/37) | 4183
[51.245, 55.151] | (2208/1940/37) | 4184
[51.233, 55.138] | (2208/1941/37) | 4185
[51.221, 55.125] | (2208/1942/37) | 4186
[51.208, 55.112] | (2208/1943/37) | 4187
[51.220, 55.123] | (2209/1943/37) | 4188
[51.207, 55.110] | (2209/1944/37) | 4189
[51.219, 55.121] | (2210/1944/37) | 4190
[51.230, 55.132] | (2211/1944/37) | 4191
[51.218, 55.119] | (2211/1945/37) | 4192
[51.229, 55.129] | (2212/1945/37) | 4193
[51.241, 55.140] | (2213/1945/37) | 4194
[51.252, 55.151] | (2214/1945/37) | 4195
[51.240, 55.138] | (2214/1946/37) | 4196
[51.251, 55.149] | (2215/1946/37) | 4197
[51.239, 55.136] | (2215/1947/37) | 4198
[51.250, 55.147] | (2216/1947/37) | 4199
[51.262, 55.158] | (2217/1947/37) | 4200
[51.249, 55.145] | (2217/1948/37) | 4201
[51.237, 55.132] | (2217/1949/37) | 4202
[51.224, 55.119] | (2217/1950/37) | 4203
[51.212, 55.106] | (2217/1951/37) | 4204
[51.200, 55.093] | (2217/1952/37) | 4205
[51.187, 55.080] | (2217/1953/37) | 4206
[51.199, 55.091] | (2218/1953/37) | 4207
[51.186, 55.078] | (2218/1954/37) | 4208
[51.174, 55.066] | (2218/1955/37) | 4209
[51.162, 55.053] | (2218/1956/37) | 4210
[51.173, 55.064] | (2219/1956/37) | 4211
[51.161, 55.051] | (2219/1957/37) | 4212
[51.172, 55.061] | (2220/1957/37) | 4213
[51.184, 55.072] | (2221/1957/37) | 4214
[51.171, 55.059] | (2221/1958/37) | 4215
[51.183, 55.070] | (2222/1958/37) | 4216
[51.170, 55.057] | (2222/1959/37) | 4217
[51.158, 55.045] | (2222/1960/37) | 4218
[51.146, 55.032] | (2222/1961/37) | 4219
[51.134, 55.019] | (2222/1962/37) | 4220
[51.145, 55.030] | (2223/1962/37) | 4221
[51.133, 55.017] | (2223/1963/37) | 4222
[51.120, 55.004] | (2223/1964/37) | 4223
[51.108, 54.991] | (2223/1965/37) | 4224
[51.119, 55.002] | (2224/1965/37) | 4225
[51.107, 54.989] | (2224/1966/37) | 4226
[51.119, 55.000] | (2225/1966/37) | 4227
[51.106, 54.987] | (2225/1967/37) | 4228
[51.118, 54.998] | (2226/1967/37) | 4229
[51.105, 54.985] | (2226/1968/37) | 4230
[51.117, 54.996] | (2227/1968/37) | 4231
[51.128, 55.007] | (2228/1968/37) | 4232
[51.116, 54.994] | (2228/1969/37) | 4233
[51.104, 54.981] | (2228/1970/37) | 4234
[51.091, 54.969] | (2228/1971/37) | 4235
[51.103, 54.979] | (2229/1971/37) | 4236
[51.114, 54.990] | (2230/1971/37) | 4237
[51.102, 54.977] | (2230/1972/37) | 4238
[51.113, 54.988] | (2231/1972/37) | 4239
[51.125, 54.999] | (2232/1972/37) | 4240
[51.136, 55.010] | (2233/1972/37) | 4241
[51.124, 54.997] | (2233/1973/37) | 4242
[51.135, 55.008] | (2234/1973/37) | 4243
[51.146, 55.018] | (2235/1973/37) | 4244
[51.158, 55.029] | (2236/1973/37) | 4245
[51.169, 55.040] | (2237/1973/37) | 4246
[51.157, 55.027] | (2237/1974/37) | 4247
[51.145, 55.014] | (2237/1975/37) | 4248
[51.132, 55.002] | (2237/1976/37) | 4249
[51.120, 54.989] | (2237/1977/37) | 4250
[51.132, 55.000] | (2238/1977/37) | 4251
[51.143, 55.010] | (2239/1977/37) | 4252
[51.154, 55.021] | (2240/1977/37) | 4253
[51.165, 55.032] | (2241/1977/37) | 4254
[51.177, 55.042] | (2242/1977/37) | 4255
[51.165, 55.030] | (2242/1978/37) | 4256
[51.152, 55.017] | (2242/1979/37) | 4257
[51.164, 55.028] | (2243/1979/37) | 4258
[51.151, 55.038] | (2243/1979/38) | 4259
[51.163, 55.049] | (2244/1979/38) | 4260
[51.174, 55.060] | (2245/1979/38) | 4261
[51.162, 55.047] | (2245/1980/38) | 4262
[51.150, 55.034] | (2245/1981/38) | 4263
[51.161, 55.045] | (2246/1981/38) | 4264
[51.172, 55.056] | (2247/1981/38) | 4265
[51.160, 55.043] | (2247/1982/38) | 4266
[51.148, 55.030] | (2247/1983/38) | 4267
[51.159, 55.041] | (2248/1983/38) | 4268
[51.147, 55.028] | (2248/1984/38) | 4269
[51.135, 55.016] | (2248/1985/38) | 4270
[51.123, 55.003] | (2248/1986/38) | 4271
[51.134, 55.014] | (2249/1986/38) | 4272
[51.145, 55.024] | (2250/1986/38) | 4273
[51.157, 55.035] | (2251/1986/38) | 4274
[51.144, 55.022] | (2251/1987/38) | 4275
[51.156, 55.033] | (2252/1987/38) | 4276
[51.143, 55.020] | (2252/1988/38) | 4277
[51.155, 55.031] | (2253/1988/38) | 4278
[51.143, 55.018] | (2253/1989/38) | 4279
[51.130, 55.006] | (2253/1990/38) | 4280
[51.142, 55.016] | (2254/1990/38) | 4281
[51.153, 55.027] | (2255/1990/38) | 4282
[51.164, 55.038] | (2256/1990/38) | 4283
[51.175, 55.048] | (2257/1990/38) | 4284
[51.163, 55.036] | (2257/1991/38) | 4285
[51.151, 55.023] | (2257/1992/38) | 4286
[51.139, 55.011] | (2257/1993/38) | 4287
[51.127, 54.998] | (2257/1994/38) | 4288
[51.115, 54.985] | (2257/1995/38) | 4289
[51.103, 54.973] | (2257/1996/38) | 4290
[51.114, 54.983] | (2258/1996/38) | 4291
[51.102, 54.971] | (2258/1997/38) | 4292
[51.113, 54.981] | (2259/1997/38) | 4293
[51.101, 54.969] | (2259/1998/38) | 4294
[51.112, 54.979] | (2260/1998/38) | 4295
[51.123, 54.990] | (2261/1998/38) | 4296
[51.111, 54.977] | (2261/1999/38) | 4297
[51.099, 54.965] | (2261/2000/38) | 4298
[51.087, 54.952] | (2261/2001/38) | 4299
[51.098, 54.963] | (2262/2001/38) | 4300
[51.086, 54.950] | (2262/2002/38) | 4301
[51.074, 54.938] | (2262/2003/38) | 4302
[51.086, 54.948] | (2263/2003/38) | 4303
[51.097, 54.959] | (2264/2003/38) | 4304
[51.108, 54.970] | (2265/2003/38) | 4305
[51.119, 54.980] | (2266/2003/38) | 4306
[51.107, 54.968] | (2266/2004/38) | 4307
[51.118, 54.978] | (2267/2004/38) | 4308
[51.106, 54.966] | (2267/2005/38) | 4309
[51.117, 54.976] | (2268/2005/38) | 4310
[51.105, 54.964] | (2268/2006/38) | 4311
[51.093, 54.951] | (2268/2007/38) | 4312
[51.105, 54.962] | (2269/2007/38) | 4313
[51.116, 54.972] | (2270/2007/38) | 4314
[51.127, 54.983] | (2271/2007/38) | 4315
[51.138, 54.993] | (2272/2007/38) | 4316
[51.126, 54.981] | (2272/2008/38) | 4317
[51.137, 54.992] | (2273/2008/38) | 4318
[51.125, 54.979] | (2273/2009/38) | 4319
[51.136, 54.990] | (2274/2009/38) | 4320
[51.124, 54.977] | (2274/2010/38) | 4321
[51.112, 54.965] | (2274/2011/38) | 4322
[51.123, 54.975] | (2275/2011/38) | 4323
[51.134, 54.986] | (2276/2011/38) | 4324
[51.122, 54.973] | (2276/2012/38) | 4325
[51.111, 54.961] | (2276/2013/38) | 4326
[51.099, 54.948] | (2276/2014/38) | 4327
[51.087, 54.936] | (2276/2015/38) | 4328
[51.075, 54.923] | (2276/2016/38) | 4329
[51.086, 54.934] | (2277/2016/38) | 4330
[51.097, 54.944] | (2278/2016/38) | 4331
[51.108, 54.955] | (2279/2016/38) | 4332
[51.119, 54.965] | (2280/2016/38) | 4333
[51.107, 54.953] | (2280/2017/38) | 4334
[51.118, 54.963] | (2281/2017/38) | 4335
[51.129, 54.974] | (2282/2017/38) | 4336
[51.140, 54.984] | (2283/2017/38) | 4337
[51.151, 54.995] | (2284/2017/38) | 4338
[51.140, 54.982] | (2284/2018/38) | 4339
[51.151, 54.993] | (2285/2018/38) | 4340
[51.139, 55.004] | (2285/2018/39) | 4341
[51.150, 55.014] | (2286/2018/39) | 4342
[51.161, 55.024] | (2287/2018/39) | 4343
[51.149, 55.012] | (2287/2019/39) | 4344
[51.160, 55.023] | (2288/2019/39) | 4345
[51.148, 55.010] | (2288/2020/39) | 4346
[51.136, 54.998] | (2288/2021/39) | 4347
[51.124, 54.985] | (2288/2022/39) | 4348
[51.135, 54.996] | (2289/2022/39) | 4349
[51.123, 54.983] | (2289/2023/39) | 4350
[51.111, 54.971] | (2289/2024/39) | 4351
[51.099, 54.958] | (2289/2025/39) | 4352
[51.110, 54.969] | (2290/2025/39) | 4353
[51.122, 54.979] | (2291/2025/39) | 4354
[51.110, 54.967] | (2291/2026/39) | 4355
[51.098, 54.955] | (2291/2027/39) | 4356
[51.086, 54.942] | (2291/2028/39) | 4357
[51.074, 54.930] | (2291/2029/39) | 4358
[51.062, 54.917] | (2291/2030/39) | 4359
[51.050, 54.905] | (2291/2031/39) | 4360
[51.038, 54.893] | (2291/2032/39) | 4361
[51.049, 54.903] | (2292/2032/39) | 4362
[51.037, 54.891] | (2292/2033/39) | 4363
[51.026, 54.878] | (2292/2034/39) | 4364
[51.037, 54.889] | (2293/2034/39) | 4365
[51.048, 54.899] | (2294/2034/39) | 4366
[51.036, 54.887] | (2294/2035/39) | 4367
[51.047, 54.897] | (2295/2035/39) | 4368
[51.035, 54.908] | (2295/2035/40) | 4369
[51.046, 54.918] | (2296/2035/40) | 4370
[51.034, 54.906] | (2296/2036/40) | 4371
[51.022, 54.894] | (2296/2037/40) | 4372
[51.011, 54.881] | (2296/2038/40) | 4373
[50.999, 54.869] | (2296/2039/40) | 4374
[51.010, 54.879] | (2297/2039/40) | 4375
[51.021, 54.890] | (2298/2039/40) | 4376
[51.009, 54.877] | (2298/2040/40) | 4377
[50.997, 54.865] | (2298/2041/40) | 4378
[51.008, 54.876] | (2299/2041/40) | 4379
[50.996, 54.886] | (2299/2041/41) | 4380
[50.984, 54.874] | (2299/2042/41) | 4381
[50.973, 54.861] | (2299/2043/41) | 4382
[50.984, 54.872] | (2300/2043/41) | 4383
[50.972, 54.859] | (2300/2044/41) | 4384
[50.960, 54.847] | (2300/2045/41) | 4385
[50.971, 54.858] | (2301/2045/41) | 4386
[50.982, 54.868] | (2302/2045/41) | 4387
[50.993, 54.878] | (2303/2045/41) | 4388
[50.981, 54.866] | (2303/2046/41) | 4389
[50.970, 54.854] | (2303/2047/41) | 4390
[50.981, 54.864] | (2304/2047/41) | 4391
[50.992, 54.875] | (2305/2047/41) | 4392
[51.003, 54.885] | (2306/2047/41) | 4393
[50.991, 54.873] | (2306/2048/41) | 4394
[51.002, 54.883] | (2307/2048/41) | 4395
[51.013, 54.894] | (2308/2048/41) | 4396
[51.001, 54.881] | (2308/2049/41) | 4397
[50.989, 54.869] | (2308/2050/41) | 4398
[50.977, 54.857] | (2308/2051/41) | 4399
[50.966, 54.845] | (2308/2052/41) | 4400
[50.977, 54.855] | (2309/2052/41) | 4401
[50.965, 54.843] | (2309/2053/41) | 4402
[50.953, 54.830] | (2309/2054/41) | 4403
[50.964, 54.841] | (2310/2054/41) | 4404
[50.975, 54.851] | (2311/2054/41) | 4405
[50.986, 54.862] | (2312/2054/41) | 4406
[50.997, 54.872] | (2313/2054/41) | 4407
[50.985, 54.860] | (2313/2055/41) | 4408
[50.974, 54.847] | (2313/2056/41) | 4409
[50.962, 54.835] | (2313/2057/41) | 4410
[50.950, 54.823] | (2313/2058/41) | 4411
[50.938, 54.811] | (2313/2059/41) | 4412
[50.927, 54.799] | (2313/2060/41) | 4413
[50.915, 54.786] | (2313/2061/41) | 4414
[50.926, 54.797] | (2314/2061/41) | 4415
[50.937, 54.807] | (2315/2061/41) | 4416
[50.925, 54.795] | (2315/2062/41) | 4417
[50.936, 54.805] | (2316/2062/41) | 4418
[50.924, 54.793] | (2316/2063/41) | 4419
[50.935, 54.803] | (2317/2063/41) | 4420
[50.946, 54.814] | (2318/2063/41) | 4421
[50.957, 54.824] | (2319/2063/41) | 4422
[50.945, 54.812] | (2319/2064/41) | 4423
[50.956, 54.822] | (2320/2064/41) | 4424
[50.945, 54.810] | (2320/2065/41) | 4425
[50.933, 54.798] | (2320/2066/41) | 4426
[50.921, 54.786] | (2320/2067/41) | 4427
[50.932, 54.796] | (2321/2067/41) | 4428
[50.943, 54.806] | (2322/2067/41) | 4429
[50.954, 54.817] | (2323/2067/41) | 4430
[50.965, 54.827] | (2324/2067/41) | 4431
[50.953, 54.815] | (2324/2068/41) | 4432
[50.942, 54.803] | (2324/2069/41) | 4433
[50.953, 54.813] | (2325/2069/41) | 4434
[50.941, 54.801] | (2325/2070/41) | 4435
[50.952, 54.811] | (2326/2070/41) | 4436
[50.940, 54.799] | (2326/2071/41) | 4437
[50.929, 54.787] | (2326/2072/41) | 4438
[50.939, 54.797] | (2327/2072/41) | 4439
[50.950, 54.808] | (2328/2072/41) | 4440
[50.961, 54.818] | (2329/2072/41) | 4441
[50.950, 54.806] | (2329/2073/41) | 4442
[50.938, 54.794] | (2329/2074/41) | 4443
[50.926, 54.782] | (2329/2075/41) | 4444
[50.915, 54.769] | (2329/2076/41) | 4445
[50.903, 54.757] | (2329/2077/41) | 4446
[50.914, 54.768] | (2330/2077/41) | 4447
[50.902, 54.755] | (2330/2078/41) | 4448
[50.913, 54.766] | (2331/2078/41) | 4449
[50.902, 54.754] | (2331/2079/41) | 4450
[50.912, 54.764] | (2332/2079/41) | 4451
[50.923, 54.774] | (2333/2079/41) | 4452
[50.912, 54.762] | (2333/2080/41) | 4453
[50.900, 54.750] | (2333/2081/41) | 4454
[50.911, 54.760] | (2334/2081/41) | 4455
[50.922, 54.771] | (2335/2081/41) | 4456
[50.933, 54.781] | (2336/2081/41) | 4457
[50.944, 54.791] | (2337/2081/41) | 4458
[50.932, 54.779] | (2337/2082/41) | 4459
[50.943, 54.789] | (2338/2082/41) | 4460
[50.931, 54.777] | (2338/2083/41) | 4461
[50.942, 54.788] | (2339/2083/41) | 4462
[50.930, 54.775] | (2339/2084/41) | 4463
[50.919, 54.763] | (2339/2085/41) | 4464
[50.907, 54.751] | (2339/2086/41) | 4465
[50.918, 54.762] | (2340/2086/41) | 4466
[50.907, 54.750] | (2340/2087/41) | 4467
[50.917, 54.760] | (2341/2087/41) | 4468
[50.928, 54.770] | (2342/2087/41) | 4469
[50.917, 54.758] | (2342/2088/41) | 4470
[50.905, 54.746] | (2342/2089/41) | 4471
[50.916, 54.756] | (2343/2089/41) | 4472
[50.927, 54.766] | (2344/2089/41) | 4473
[50.938, 54.777] | (2345/2089/41) | 4474
[50.926, 54.765] | (2345/2090/41) | 4475
[50.914, 54.753] | (2345/2091/41) | 4476
[50.925, 54.763] | (2346/2091/41) | 4477
[50.936, 54.773] | (2347/2091/41) | 4478
[50.924, 54.761] | (2347/2092/41) | 4479
[50.913, 54.749] | (2347/2093/41) | 4480
[50.901, 54.759] | (2347/2093/42) | 4481
[50.890, 54.747] | (2347/2094/42) | 4482
[50.901, 54.757] | (2348/2094/42) | 4483
[50.911, 54.768] | (2349/2094/42) | 4484
[50.922, 54.778] | (2350/2094/42) | 4485
[50.911, 54.766] | (2350/2095/42) | 4486
[50.899, 54.754] | (2350/2096/42) | 4487
[50.888, 54.742] | (2350/2097/42) | 4488
[50.899, 54.752] | (2351/2097/42) | 4489
[50.887, 54.740] | (2351/2098/42) | 4490
[50.876, 54.728] | (2351/2099/42) | 4491
[50.864, 54.716] | (2351/2100/42) | 4492
[50.853, 54.704] | (2351/2101/42) | 4493
[50.863, 54.714] | (2352/2101/42) | 4494
[50.852, 54.702] | (2352/2102/42) | 4495
[50.840, 54.690] | (2352/2103/42) | 4496
[50.829, 54.678] | (2352/2104/42) | 4497
[50.817, 54.667] | (2352/2105/42) | 4498
[50.806, 54.655] | (2352/2106/42) | 4499
[50.817, 54.665] | (2353/2106/42) | 4500
[50.805, 54.653] | (2353/2107/42) | 4501
[50.794, 54.641] | (2353/2108/42) | 4502
[50.782, 54.629] | (2353/2109/42) | 4503
[50.793, 54.639] | (2354/2109/42) | 4504
[50.804, 54.649] | (2355/2109/42) | 4505
[50.815, 54.660] | (2356/2109/42) | 4506
[50.825, 54.670] | (2357/2109/42) | 4507
[50.836, 54.680] | (2358/2109/42) | 4508
[50.847, 54.690] | (2359/2109/42) | 4509
[50.835, 54.678] | (2359/2110/42) | 4510
[50.846, 54.688] | (2360/2110/42) | 4511
[50.857, 54.699] | (2361/2110/42) | 4512
[50.868, 54.709] | (2362/2110/42) | 4513
[50.878, 54.719] | (2363/2110/42) | 4514
[50.867, 54.707] | (2363/2111/42) | 4515
[50.856, 54.695] | (2363/2112/42) | 4516
[50.866, 54.705] | (2364/2112/42) | 4517
[50.855, 54.693] | (2364/2113/42) | 4518
[50.866, 54.703] | (2365/2113/42) | 4519
[50.876, 54.714] | (2366/2113/42) | 4520
[50.865, 54.702] | (2366/2114/42) | 4521
[50.853, 54.690] | (2366/2115/42) | 4522
[50.864, 54.700] | (2367/2115/42) | 4523
[50.853, 54.688] | (2367/2116/42) | 4524
[50.841, 54.676] | (2367/2117/42) | 4525
[50.830, 54.664] | (2367/2118/42) | 4526
[50.841, 54.674] | (2368/2118/42) | 4527
[50.851, 54.685] | (2369/2118/42) | 4528
[50.862, 54.695] | (2370/2118/42) | 4529
[50.851, 54.683] | (2370/2119/42) | 4530
[50.839, 54.671] | (2370/2120/42) | 4531
[50.828, 54.659] | (2370/2121/42) | 4532
[50.817, 54.647] | (2370/2122/42) | 4533
[50.827, 54.657] | (2371/2122/42) | 4534
[50.816, 54.645] | (2371/2123/42) | 4535
[50.827, 54.656] | (2372/2123/42) | 4536
[50.837, 54.666] | (2373/2123/42) | 4537
[50.826, 54.654] | (2373/2124/42) | 4538
[50.837, 54.664] | (2374/2124/42) | 4539
[50.825, 54.652] | (2374/2125/42) | 4540
[50.836, 54.662] | (2375/2125/42) | 4541
[50.824, 54.650] | (2375/2126/42) | 4542
[50.813, 54.639] | (2375/2127/42) | 4543
[50.802, 54.627] | (2375/2128/42) | 4544
[50.812, 54.637] | (2376/2128/42) | 4545
[50.823, 54.647] | (2377/2128/42) | 4546
[50.812, 54.635] | (2377/2129/42) | 4547
[50.800, 54.623] | (2377/2130/42) | 4548
[50.789, 54.611] | (2377/2131/42) | 4549
[50.800, 54.622] | (2378/2131/42) | 4550
[50.810, 54.632] | (2379/2131/42) | 4551
[50.821, 54.642] | (2380/2131/42) | 4552
[50.810, 54.630] | (2380/2132/42) | 4553
[50.820, 54.640] | (2381/2132/42) | 4554
[50.809, 54.628] | (2381/2133/42) | 4555
[50.820, 54.638] | (2382/2133/42) | 4556
[50.808, 54.627] | (2382/2134/42) | 4557
[50.819, 54.637] | (2383/2134/42) | 4558
[50.830, 54.647] | (2384/2134/42) | 4559
[50.818, 54.635] | (2384/2135/42) | 4560
[50.829, 54.645] | (2385/2135/42) | 4561
[50.840, 54.655] | (2386/2135/42) | 4562
[50.828, 54.643] | (2386/2136/42) | 4563
[50.839, 54.653] | (2387/2136/42) | 4564
[50.850, 54.663] | (2388/2136/42) | 4565
[50.860, 54.673] | (2389/2136/42) | 4566
[50.849, 54.662] | (2389/2137/42) | 4567
[50.859, 54.672] | (2390/2137/42) | 4568
[50.848, 54.660] | (2390/2138/42) | 4569
[50.837, 54.648] | (2390/2139/42) | 4570
[50.847, 54.658] | (2391/2139/42) | 4571
[50.836, 54.647] | (2391/2140/42) | 4572
[50.847, 54.657] | (2392/2140/42) | 4573
[50.835, 54.645] | (2392/2141/42) | 4574
[50.824, 54.633] | (2392/2142/42) | 4575
[50.813, 54.621] | (2392/2143/42) | 4576
[50.824, 54.631] | (2393/2143/42) | 4577
[50.834, 54.641] | (2394/2143/42) | 4578
[50.845, 54.651] | (2395/2143/42) | 4579
[50.855, 54.661] | (2396/2143/42) | 4580
[50.866, 54.671] | (2397/2143/42) | 4581
[50.855, 54.660] | (2397/2144/42) | 4582
[50.865, 54.670] | (2398/2144/42) | 4583
[50.876, 54.680] | (2399/2144/42) | 4584
[50.864, 54.668] | (2399/2145/42) | 4585
[50.875, 54.678] | (2400/2145/42) | 4586
[50.864, 54.666] | (2400/2146/42) | 4587
